0,0.0943443411006151,-0.0318686656359584,-0.303098147320562,-0.149010720304996,-0.107428423440357,-0.392571773570286,0.345666817772829,0.323540819255592,-0.444753697707863,-0.293961925056465,-0.474969955020279,-0.0238826199841613,0.0743050369378064,-0.453715035644591,-0.118635075582957,0.0831259003733308,0.0671530084146495,0.0230286251092094,0.440396827604832,0.343950359462074
0.1,0.0915117012876354,-0.0207287896580416,-0.292173810452365,-0.14692321223617,-0.100983354455921,-0.405258633358174,0.356299555002399,0.327549034785484,-0.438681400054514,-0.289710660708811,-0.473463417661692,-0.021519550495175,0.0742720453106368,-0.454886260275943,-0.116708936264288,0.0840315403593643,0.0663148520162275,0.0233919891611279,0.440002911095436,0.343321399511574
0.2,0.0840775944512048,-0.010377954918595,-0.28158089262718,-0.145185503253884,-0.0932535467781453,-0.419549309415054,0.362803549402532,0.332742334437491,-0.43289411862125,-0.288198763800694,-0.472779825113524,-0.0198093833198186,0.0743926124873276,-0.455923121700734,-0.115736646297052,0.0854445634520272,0.0646072164670136,0.0233971057180728,0.439322775357275,0.342338044675572
0.3,0.0824273418034145,-0.000219467783362933,-0.272367299286973,-0.145032049058758,-0.0867250111039523,-0.434857569288989,0.363939645039244,0.339701977426176,-0.42470641168489,-0.288718300422098,-0.472530041420435,-0.0193262270130528,0.075440536998234,-0.456713610883597,-0.115677386965451,0.0871773769065005,0.0630389415211983,0.0234929714924384,0.438472184423684,0.341372657459167
0.4,0.0928345951025124,0.0103225662707474,-0.265034225864276,-0.146899549185127,-0.0830375871390178,-0.449763895511435,0.359601075621691,0.348716834364081,-0.413004063250877,-0.291395366235433,-0.472296788290726,-0.0201830823616863,0.0776921824145936,-0.457220404825207,-0.116186676199789,0.0889571382058056,0.0621978427101886,0.023657266481052,0.437488983816136,0.340560337503479
0.5,0.112834683207241,0.0214349786569166,-0.259199146494234,-0.150168460616616,-0.0820962479353509,-0.462993102709916,0.351207313372895,0.359285348874263,-0.398781818368653,-0.297165988347957,-0.47181215704048,-0.0219422602398735,0.0806796628914849,-0.457547674769911,-0.116829259876697,0.0904638951420508,0.0620225404389866,0.0235322662344731,0.43634668339552,0.339752373783718
0.6,0.132803485006376,0.0328218664325712,-0.253850647030172,-0.153610271603602,-0.0823392141911242,-0.474303870310062,0.341127874913131,0.370182973533078,-0.384447122298468,-0.307035282320005,-0.471076908296316,-0.0238605627128502,0.0834755769957718,-0.45788613982832,-0.117319838633419,0.0914457301648268,0.0619846715883853,0.0227516534389607,0.434990353908543,0.338651711331054
0.7,0.142625467673895,0.043962735290403,-0.248032797152733,-0.156198630381336,-0.0819804693785498,-0.484563104908459,0.33152602706607,0.38006259694248,-0.372323665813047,-0.321144441093962,-0.470304816056661,-0.0252914226062435,0.0853074162360366,-0.45839845398186,-0.117640240745326,0.0918238515965493,0.0615491805603753,0.0212465534352057,0.433376650023898,0.337040937297479
0.8,0.138731911257588,0.0545345803604561,-0.241486280889474,-0.157714336748407,-0.0803442616928333,-0.494953054704555,0.323403390798621,0.388181687433993,-0.363255072795707,-0.33831958470993,-0.469723027631526,-0.0259813139218721,0.0860711857088866,-0.4591318736828,-0.11797103267667,0.0917059942383424,0.0605866092252593,0.0193309582803627,0.431507877849765,0.334962879228114
0.9,0.126531821400083,0.0646837410593463,-0.234782699076516,-0.158736760407092,-0.0783372515273106,-0.50597249507115,0.316470889945809,0.39474863556583,-0.356128578689063,-0.356441227089744,-0.469375722748699,-0.026088582585779,0.0863822673268811,-0.460012683210868,-0.118501603978443,0.09129095405909,0.0594573926186664,0.0175178945663707,0.429453630568485,0.332742761685007
1,0.116527034074623,0.0749429255260409,-0.228836669890289,-0.160049736470934,-0.0777198400552512,-0.517053751539591,0.30988552169251,0.400637523402096,-0.348572972952952,-0.373399911752184,-0.469079517750649,-0.0259463618562402,0.0871239783890565,-0.460916290205463,-0.119256534761161,0.0907265875994373,0.0587300790028733,0.016200435494027,0.427350787871019,0.330835577770297
